0	-1
0.01	-0.987526061
0.02	-0.970116973
0.03	-0.94781085
0.04	-0.92067099
0.05	-0.888785544
0.06	-0.852267037
0.07	-0.81125178
0.08	-0.765899141
0.09	-0.716390699
0.1	-0.662929283
0.11	-0.605737891
0.12	-0.545058511
0.13	-0.481150838
0.14	-0.414290893
0.15	-0.344769568
0.16	-0.27289108
0.17	-0.198971366
0.18	-0.123336413
0.19	-0.046320532
0.2	0.031735398
0.21	0.110485733
0.22	0.189581881
0.23	0.268674134
0.24	0.347413507
0.25	0.425453562
0.26	0.502452228
0.27	0.578073581
0.28	0.651989599
0.29	0.723881867
0.3	0.793443227
0.31	0.860379367
0.32	0.924410337
0.33	0.985271984
0.34	1.042717305
0.35	1.096517697
0.36	1.146464113
0.37	1.192368108
0.38	1.23406277
0.39	1.271403538
0.4	1.304268896
0.41	1.33256094
0.42	1.356205819
0.43	1.375154049
0.44	1.389380685
0.45	1.398885376
0.46	1.403692272
0.47	1.403849811
0.48	1.39943037
0.49	1.390529793
0.5	1.377266788
0.51	1.359782209
0.52	1.338238215
0.53	1.312817326
0.54	1.283721358
0.55	1.251170272
0.56	1.215400922
0.57	1.176665714
0.58	1.135231192
0.59	1.091376548
0.6	1.045392071
0.61	0.997577539
0.62	0.948240572
0.63	0.897694939
0.64	0.846258851
0.65	0.794253225
0.66	0.741999947
0.67	0.689820138
0.68	0.638032423
0.69	0.586951233
0.7	0.536885129
0.71	0.488135169
0.72	0.44099332
0.73	0.395740933
0.74	0.352647279
0.75	0.311968156
0.76	0.273944587
0.77	0.238801588
0.78	0.206747053
0.79	0.177970716
0.8	0.152643236
0.81	0.130915382
0.82	0.11291734
0.83	0.098758127
0.84	0.088525139
0.85	0.082283811
0.86	0.080077409
0.87	0.08192694
0.88	0.08783119
0.89	0.097766889
0.9	0.111688999
0.91	0.129531112
0.92	0.151205983
0.93	0.176606165
0.94	0.205604761
0.95	0.238056279
0.96	0.27379759
0.97	0.312648977
0.98	0.354415282
0.99	0.398887124
1	0.445842197
1.01	0.495046638
1.02	0.546256445
1.03	0.599218959
1.04	0.653674375
1.05	0.709357295
1.06	0.765998303
1.07	0.823325554
1.08	0.881066373
1.09	0.938948845
1.1	0.996703402
1.11	1.054064379
1.12	1.110771549
1.13	1.166571615
1.14	1.221219656
1.15	1.274480517
1.16	1.326130143
1.17	1.37595683
1.18	1.423762417
1.19	1.469363374
1.2	1.512591823
1.21	1.553296445
1.22	1.591343299
1.23	1.626616536
1.24	1.659019003
1.25	1.688472741
1.26	1.714919368
1.27	1.73832035
1.28	1.75865716
1.29	1.775931324
1.3	1.790164351
1.31	1.801397552
1.32	1.809691761
1.33	1.815126939
1.34	1.817801685
1.35	1.817832657
1.36	1.815353903
1.37	1.810516108
1.38	1.803485788
1.39	1.794444415
1.4	1.783587505
1.41	1.771123685
1.42	1.757273756
1.43	1.742269782
1.44	1.726354241
1.45	1.709779293
1.46	1.69280622
1.47	1.675705148
1.48	1.658755198
1.49	1.642245294
1.5	1.626476019
1.51	1.611763203
1.52	1.598444536
1.53	1.58689188
1.54	1.577535577
1.55	1.570918346
1.56	1.567845026
1.57	1.570157301
